image_id,storm_id,relative_time,ocean,wind_speed
image_955,bkh,142200,1,33
image_956,dva,53998,1,35
image_957,hlt,241201,2,40
image_958,oup,118799,1,51
image_959,htc,48600,1,56
image_960,fna,5399,1,20
image_961,oup,347401,1,54
image_962,hht,352800,1,45
image_963,pbl,331197,1,43
image_964,dce,183599,2,45
image_965,ixs,172800,1,40
image_966,xog,360002,1,80
image_967,eem,509400,1,47
image_968,fpc,270000,2,44
image_969,moa,23401,2,36
image_970,eoi,212402,1,45
image_971,npf,86399,1,30
image_972,pyi,730802,1,20
image_973,crw,59398,1,25
image_974,lqy,361800,2,27
image_975,byg,133201,2,30
image_976,yfn,550799,2,57
image_977,eon,70197,2,41
image_978,wbb,442800,1,30
image_979,lqe,91800,2,46
image_980,upx,466202,1,46
image_981,rpf,46798,1,21
image_982,dpg,25199,1,70
image_983,vtw,561598,1,65
image_984,gic,1141204,2,55
image_985,hqw,889205,2,60
image_986,pyi,45001,1,40
image_987,xat,363602,2,75
image_988,bkh,909002,1,35
image_989,oup,374400,1,50
image_990,dwc,295199,1,108
image_991,ywf,329400,1,43
image_992,gkf,565199,2,45
image_993,wsy,1008002,1,51
image_994,zvv,169200,1,135
image_995,phw,214200,1,22
image_996,nue,313201,2,40
image_997,gic,1299604,2,50
image_998,mlf,270002,1,47
image_999,ryg,392401,2,85
image_1000,dft,586800,1,90
image_1001,lar,111596,2,45
image_1002,dwc,665999,1,30
image_1003,lij,53999,1,71
image_1004,lir,280801,2,35
image_1005,fna,747002,1,57
image_1006,eqf,219600,1,30
image_1007,rdc,246600,2,111
image_1008,yfn,761401,2,35
image_1009,qyo,55798,2,28
image_1010,aoe,111600,1,35
image_1011,zms,109799,2,54
image_1012,ota,129600,1,40
image_1013,tmx,585002,1,18
image_1014,ipa,307799,1,105
image_1015,gzl,264601,2,111
image_1016,xgr,255600,1,55
image_1017,tmv,480600,2,114
image_1018,gic,1699205,2,70
image_1019,htc,104401,1,67
image_1020,djb,0,1,30
image_1021,zzp,237598,1,65
image_1022,cnn,109801,2,41
image_1023,hrw,174600,1,44
image_1024,kqu,925201,1,20
image_1025,rxi,66601,1,36
image_1026,abs,104398,2,55
image_1027,lac,669597,2,45
image_1028,bkh,1179000,1,15
image_1029,azm,361800,2,121
image_1030,qzd,126001,1,65
image_1031,gic,1764005,2,80
image_1032,wzu,165600,1,74
image_1033,yfj,10800,1,30
image_1034,ydl,340201,1,30
image_1035,pug,223199,1,62
image_1036,qpq,215999,1,35
image_1037,frv,189000,1,128
image_1038,djb,828001,1,25
image_1039,rdc,374401,2,155
image_1040,tmv,511200,2,106
image_1041,qvp,3602,2,35
image_1042,bef,36001,1,25
image_1043,wnw,32400,2,28
image_1044,hfh,557990,1,25
image_1045,dxx,14400,2,33
image_1046,ike,342000,2,139
image_1047,cjx,118800,2,25
image_1048,cna,35999,2,35
image_1049,tmx,522000,1,25
image_1050,gio,199801,1,39
image_1051,ayj,133198,1,25
image_1052,wic,48598,1,35
image_1053,oac,412199,1,28
image_1054,wsy,988201,1,56
image_1055,hht,216001,1,55
image_1056,ywf,739798,1,25
image_1057,pcq,108000,2,122
image_1058,rml,638999,2,30
image_1059,ggy,59400,1,45
image_1060,psz,552602,2,107
image_1061,llj,18003,1,40
image_1062,djr,37799,2,25
image_1063,qzi,338401,1,55
image_1064,har,81000,2,30
image_1065,fay,129601,2,65
image_1066,jrt,18001,1,30
image_1067,djm,136802,1,91
image_1068,dzw,723601,1,55
image_1069,tcn,72000,2,55
image_1070,ipa,531000,1,70
image_1071,dce,575997,2,100
image_1072,ptk,61199,1,40
image_1073,qki,136802,1,57
image_1074,llm,590400,2,44
image_1075,wic,34199,1,33
image_1076,dkb,174600,2,60
image_1077,djr,111599,2,26
image_1078,alq,523800,1,25
image_1079,ise,239397,1,42
image_1080,uhd,77400,1,31
image_1081,xmt,185398,2,53
image_1082,qyo,44999,2,26
image_1083,hmv,320397,1,60
image_1084,sse,801002,1,20
image_1085,awy,295202,1,37
image_1086,rhy,432000,2,45
image_1087,tmx,174601,1,125
image_1088,yyj,1800,1,27
image_1089,ipa,610200,1,58
image_1090,xdn,196200,1,35
image_1091,djm,36002,1,43
image_1092,iag,318600,1,111
image_1093,ojw,579601,1,30
image_1094,awy,91800,1,53
image_1095,zgr,66599,1,46
image_1096,jht,201600,2,77
image_1097,cfk,86400,2,35
image_1098,dvh,90000,1,90
image_1099,fcr,1281599,1,25
image_1100,alq,394201,1,33
image_1101,tlc,513000,1,60
image_1102,pug,178200,1,52
image_1103,hsq,486000,1,130
image_1104,dti,201601,2,45
image_1105,sxb,930599,2,55
image_1106,grt,633599,1,15
image_1107,vfc,172800,1,40
image_1108,pjj,529199,1,42
image_1109,iaz,376201,2,112
image_1110,xjo,347399,1,50
image_1111,kfs,165600,2,61
image_1112,aja,243002,1,25
image_1113,zmi,75601,1,53
image_1114,meg,278999,2,120
image_1115,wlz,82800,2,34
image_1116,ugc,336600,1,25
image_1117,gkd,151202,1,40
image_1118,cxh,21601,1,48
image_1119,ipa,118799,1,61
image_1120,vib,457199,2,54
image_1121,hlt,342001,2,35
image_1122,xjo,1231200,1,35
image_1123,phw,313200,1,20
image_1124,ojv,439199,1,25
image_1125,dgz,5400,1,32
image_1126,eml,172800,1,52
image_1127,psz,1195200,2,50
image_1128,jht,345600,2,75
image_1129,vxf,734401,1,30
image_1130,ipa,185399,1,98
image_1131,qki,693001,1,59
image_1132,pvj,345600,1,100
image_1133,ijc,450000,1,80
image_1134,dky,264600,2,44
image_1135,hoo,314999,2,20
image_1136,vye,565199,1,35
image_1137,qki,198001,1,66
image_1138,qzd,142200,1,62
image_1139,mfu,327600,1,38
image_1140,hht,136801,1,55
image_1141,ixs,126001,1,47
image_1142,ewt,435599,1,39
image_1143,dft,541802,1,94
image_1144,pug,64801,1,30
image_1145,tmx,552602,1,21
image_1146,mfm,86400,1,30
image_1147,jht,255600,2,90
image_1148,iag,25200,1,33
image_1149,sqs,199798,2,30
image_1150,cki,149399,1,105
image_1151,ezh,217802,2,40
image_1152,mtw,525600,1,45
image_1153,ggv,230400,2,107
image_1154,mwm,84600,1,25
image_1155,znw,124200,1,44
image_1156,rml,215999,2,35
image_1157,mlf,412200,1,24
image_1158,tkb,498598,1,30
image_1159,ayj,3600,1,20
image_1160,gkd,102600,1,36
image_1161,ojv,694800,1,25
image_1162,cna,143999,2,50
image_1163,ewt,651601,1,25
image_1164,pyi,597599,1,30
image_1165,kqf,280799,2,34
image_1166,sdt,230402,1,130
image_1167,jht,199800,2,76
image_1168,qyo,61200,2,29
image_1169,cti,325798,1,82
image_1170,rhy,217801,2,35
image_1171,tmx,482402,1,32
image_1172,wzu,59402,1,44
image_1173,aja,111601,1,34
image_1174,ise,586797,1,30
image_1175,hig,1116000,1,21
image_1176,xjo,907198,1,35
image_1177,qim,45002,1,42
image_1178,hig,410398,1,75
image_1179,vfx,342003,1,55
image_1180,xmf,115199,1,27
image_1181,cfk,100800,2,35
image_1182,mtw,550801,1,45
image_1183,psz,1323001,2,44
image_1184,iiz,133199,1,30
image_1185,ugc,261000,1,35
image_1186,iag,208799,1,83
image_1187,ijc,314999,1,97
image_1188,efl,651598,1,25
image_1189,rml,939600,2,24
image_1190,wsy,331201,1,133
image_1191,mtw,651603,1,40
image_1192,ryg,271800,2,84
image_1193,vye,901800,1,25
image_1194,ptk,25200,1,31
image_1195,yab,360000,2,45
image_1196,ogw,210601,1,92
image_1197,jht,401399,2,66
image_1198,vfx,532805,1,50
image_1199,zzp,313198,1,80
image_1200,jvx,316799,2,53
image_1201,pjj,406798,1,75
image_1202,vkb,685801,2,60
image_1203,pbk,39600,2,44
image_1204,hmv,185399,1,53
image_1205,sta,46799,1,15
image_1206,woz,419399,1,20
image_1207,xgr,178200,1,72
image_1208,qzi,626404,1,25
image_1209,mlf,250200,1,48
image_1210,zib,64803,1,30
image_1211,tnd,36001,1,35
image_1212,blq,864000,1,25
image_1213,zzp,174600,1,55
image_1214,qvf,28800,1,30
image_1215,woc,770398,1,20
image_1216,cpf,59398,2,36
image_1217,uxz,66600,1,26
image_1218,ptk,165600,1,46
image_1219,vhn,352800,2,45
image_1220,bvg,59400,1,25
image_1221,pau,158400,1,75
image_1222,rhy,435600,2,45
image_1223,zgi,187199,1,112
image_1224,zus,142200,1,35
image_1225,erd,338401,2,65
image_1226,hig,1076399,1,25
image_1227,ing,478799,1,70
image_1228,vni,111600,1,115
image_1229,soo,332999,1,110
image_1230,buv,102598,1,71
image_1231,scw,126000,1,25
image_1232,fcr,1238402,1,30
image_1233,eck,104400,2,44
image_1234,cti,185400,1,113
image_1235,dnd,435600,2,30
image_1236,jht,208800,2,79
image_1237,hrw,372600,1,72
image_1238,rml,205198,2,35
image_1239,zvb,57601,2,87
image_1240,pjj,736200,1,25
image_1241,qzd,34200,1,55
image_1242,wsy,25200,1,25
image_1243,ycb,86400,2,40
image_1244,xhj,208798,1,69
image_1245,bxd,221398,1,30
image_1246,mfm,496798,1,25
image_1247,amn,730801,2,25
image_1248,djm,27002,1,38
image_1249,dwc,736199,1,40
image_1250,pug,97200,1,41
image_1251,snk,257400,1,99
image_1252,ezh,221401,2,40
image_1253,sse,72001,1,37
image_1254,blq,467999,1,45
image_1255,soo,167399,1,54
image_1256,byg,289801,2,28
image_1257,yso,1800,1,15
image_1258,pjw,41402,1,53
image_1259,ymo,100798,1,55
image_1260,htc,82800,1,68
image_1261,wvi,482398,1,20
image_1262,utr,466201,1,25
image_1263,hmv,459000,1,38
image_1264,dnd,774005,2,25
image_1265,nkd,550798,1,27
image_1266,nkd,98998,1,25
image_1267,hig,262800,1,36
image_1268,ist,129601,1,40
image_1269,bvg,619201,1,20
image_1270,rml,743399,2,30
image_1271,pyi,554401,1,40
image_1272,ike,531000,2,17
image_1273,byg,201601,2,25
image_1274,mtw,111600,1,35
image_1275,ipa,917999,1,45
image_1276,ike,178200,2,97
image_1277,imi,32401,2,25
image_1278,jrt,0,1,30
image_1279,xjo,709199,1,45
image_1280,zgr,676799,1,20
image_1281,tnd,23401,1,35
image_1282,znw,32401,1,30
image_1283,tmv,507600,2,107
image_1284,ayj,183595,1,25
image_1285,zny,360002,1,55
image_1286,agl,374401,2,36
image_1287,fcr,1384201,1,20
image_1288,ydl,390602,1,30
image_1289,eqf,0,1,30
image_1290,qpq,795601,1,26
image_1291,ing,945000,1,45
image_1292,cti,190801,1,111
image_1293,utl,185400,1,97
image_1294,eck,253800,2,83
image_1295,wic,270000,1,20
image_1296,sse,768600,1,20
image_1297,rer,77399,1,61
image_1298,cki,212399,1,89
image_1299,hcg,203403,2,112
image_1300,ing,774000,1,35
image_1301,djb,512999,1,25
image_1302,cki,514800,1,25
image_1303,dzw,801001,1,49
image_1304,ing,131398,1,55
image_1305,buv,138600,1,71
image_1306,wbb,383399,1,47
image_1307,ist,43201,1,35
image_1308,tjj,432000,1,30
image_1309,ojv,309599,1,30
image_1310,erp,75600,1,30
image_1311,wzu,315001,1,105
image_1312,wap,262800,1,81
image_1313,rml,248400,2,36
image_1314,djb,799200,1,25
image_1315,xat,219601,2,50
image_1316,hmv,531000,1,30
image_1317,bvg,401399,1,30
image_1318,eqf,1799,1,31
image_1319,psz,1319401,2,44
image_1320,lar,43199,2,35
image_1321,ojw,628199,1,25
image_1322,scw,716400,1,20
image_1323,ics,10802,1,70
image_1324,tgs,169200,1,44
image_1325,wvi,351000,1,30
image_1326,ezh,167400,2,40
image_1327,rkw,235802,2,30
image_1328,xtr,126000,2,49
image_1329,ffk,212401,1,55
image_1330,afs,185398,2,37
image_1331,eoi,115202,1,30
image_1332,zny,153001,1,26
image_1333,gme,36002,1,30
image_1334,rbe,147601,1,50
image_1335,ftb,176401,2,40
image_1336,ztb,93601,1,50
image_1337,qxu,412200,2,57
image_1338,vkb,248401,2,50
image_1339,zgr,219598,1,54
image_1340,eoi,912603,1,65
image_1341,pjj,14399,1,29
image_1342,evl,37799,1,30
image_1343,flz,1800,2,31
image_1344,cfk,27001,2,30
image_1345,ibx,104401,1,45
image_1346,byg,374401,2,35
image_1347,dce,939595,2,90
image_1348,iiz,369001,1,97
image_1349,vkb,482402,2,37
image_1350,rkm,360000,2,65
image_1351,ydl,370802,1,30
image_1352,ise,212401,1,35
image_1353,alq,579601,1,25
image_1354,dpc,286201,1,65
image_1355,sta,156599,1,27
image_1356,wtz,190800,1,55
image_1357,eoi,604801,1,105
image_1358,hmv,34200,1,25
image_1359,tcn,37799,2,45
image_1360,oyc,64800,1,45
image_1361,iiz,1801,1,30
image_1362,vio,75600,1,40
image_1363,rpk,27000,1,117
image_1364,bkh,844201,1,40
image_1365,amn,752401,2,25
image_1366,erd,280801,2,85
image_1367,hig,349200,1,61
image_1368,xkr,291602,1,25
image_1369,evl,82800,1,30
image_1370,scw,512999,1,26
image_1371,oup,28800,1,22
image_1372,ywf,295198,1,57
image_1373,vfx,111600,1,50
image_1374,dvh,621000,1,25
image_1375,jwn,318601,1,30
image_1376,hsq,831600,1,27
image_1377,dkb,19801,2,65
image_1378,yti,14400,1,25
image_1379,aoe,244801,1,15
image_1380,hqw,493203,2,100
image_1381,ywf,997199,1,20
image_1382,ota,25200,1,40
image_1383,ang,334796,2,60
image_1384,aya,43201,2,30
image_1385,xkm,145801,1,68
image_1386,ang,568795,2,35
image_1387,dpc,50401,1,27
image_1388,dvh,403202,1,55
image_1389,vye,550799,1,37
image_1390,qdh,126001,2,54
image_1391,pxk,720001,2,96
image_1392,fcr,957600,1,62
image_1393,amn,450007,2,51
image_1394,hrw,336600,1,63
image_1395,gkf,723600,2,60
image_1396,crw,7200,1,25
image_1397,dhd,19801,2,27
image_1398,hkz,104400,2,50
image_1399,woz,46801,1,128
image_1400,cjx,169208,2,25
image_1401,hht,266400,1,50
image_1402,mhi,61201,2,40
image_1403,yfj,266400,1,30
image_1404,ywf,296998,1,56
image_1405,yry,162000,2,30
image_1406,zny,471602,1,65
image_1407,eml,235798,1,27
image_1408,alq,480601,1,28
image_1409,evt,19800,2,30
image_1410,djb,800999,1,25
image_1411,pjj,772198,1,25
image_1412,zmi,158400,1,38
image_1413,fzw,273598,2,116
image_1414,dva,48598,1,35
image_1415,upx,514801,1,35
image_1416,ojw,581401,1,30
image_1417,sqs,223197,2,28
image_1418,amn,99001,2,48
image_1419,lij,194401,1,90
image_1420,jkh,232199,2,69
image_1421,kfs,156600,2,64
image_1422,ang,201596,2,60
image_1423,xjo,118798,1,30
image_1424,pjj,530999,1,42
image_1425,ike,266400,2,131
image_1426,ffk,133199,1,46
image_1427,fgi,655199,1,30
image_1428,vye,966601,1,25
image_1429,mtw,151201,1,35
image_1430,zmi,340200,1,25
image_1431,pbl,664197,1,25
image_1432,cnn,93600,2,40
image_1433,lqy,189000,2,58
image_1434,hqw,270001,2,80
image_1435,afs,284397,2,25
image_1436,rkm,630000,2,82
image_1437,gkf,568799,2,45
image_1438,dpf,291599,2,48
image_1439,pbl,410397,1,35
image_1440,zny,293402,1,48
image_1441,crw,70199,1,25
image_1442,psz,1044000,2,58
image_1443,kgc,43202,1,20
image_1444,dpf,295199,2,49
image_1445,wsy,252000,1,78
image_1446,dft,156601,1,58
image_1447,pau,520200,1,25
image_1448,tlc,248400,1,28
image_1449,hfh,655191,1,20
image_1450,efl,453598,1,44
image_1451,fgi,467999,1,71
image_1452,aja,306002,1,24
image_1453,lac,158397,2,45
image_1454,jhp,99001,1,35
image_1455,eon,280799,2,70
image_1456,mlf,102601,1,35
image_1457,hld,124199,1,29
image_1458,zvv,338400,1,81
image_1459,dgz,212399,1,66
image_1460,gme,253800,1,44
image_1461,etg,108000,1,35
image_1462,yfn,126001,2,50
image_1463,eqf,142201,1,42
image_1464,zny,658800,1,65
image_1465,fna,266401,1,42
image_1466,ojv,550800,1,25
image_1467,woc,151198,1,60
image_1468,wzu,147601,1,70
image_1469,amn,352801,2,55
image_1470,dnd,810000,2,25
image_1471,utl,498601,1,39
image_1472,jgq,21600,1,30
image_1473,zvx,108001,1,35
image_1474,nkd,363599,1,55
image_1475,lqy,79199,2,49
image_1476,wvi,543601,1,20
image_1477,upx,486001,1,41
image_1478,qyo,72000,2,32
image_1479,zgr,327600,1,45
image_1480,eem,507600,1,46
image_1481,eck,363600,2,100
image_1482,ogw,415802,1,33
image_1483,gst,1800,2,30
image_1484,vaj,16200,1,34
image_1485,ipa,684000,1,54
image_1486,lmj,115200,1,25
image_1487,oup,372600,1,50
image_1488,xat,237601,2,50
image_1489,bkf,34199,2,45
image_1490,ydx,25199,2,30
image_1491,ssq,201601,1,120
image_1492,psz,1144802,2,50
image_1493,blq,161998,1,37
image_1494,dwc,779400,1,39
image_1495,dpg,109799,1,37
image_1496,pky,3600,1,28
image_1497,hld,77400,1,25
image_1498,sdt,140401,1,92
image_1499,azm,277199,2,139
image_1500,mkf,565194,1,40
image_1501,rkm,669598,2,90
image_1502,vaj,7201,1,32
image_1503,blq,217798,1,30
image_1504,xat,457202,2,95
image_1505,oli,189000,1,62
image_1506,xrh,453601,2,30
image_1507,nhe,32400,2,27
image_1508,rml,716399,2,30
image_1509,hig,325799,1,56
image_1510,qki,664202,1,61
image_1511,amn,385200,2,55
image_1512,wjq,133202,1,25
image_1513,wjq,28802,1,32
image_1514,brm,23401,2,49
image_1515,pts,100798,2,45
image_1516,vgg,230399,1,82
image_1517,zgi,759598,1,20
image_1518,yry,255598,2,45
image_1519,xkr,178201,1,45
image_1520,tlc,356401,1,45
image_1521,ggv,718200,2,93
image_1522,cna,37799,2,35
image_1523,pvj,606600,1,35
image_1524,iag,14399,1,29
image_1525,blq,111598,1,35
image_1526,xrh,432000,2,27
image_1527,rxi,226801,1,52
image_1528,hlt,37801,2,34
image_1529,aph,77400,2,35
image_1530,meg,459000,2,90
image_1531,xtd,21599,1,41
image_1532,fns,82800,2,35
image_1533,ise,217797,1,35
image_1534,fvj,14399,1,30
image_1535,djm,363601,1,90
image_1536,jkh,215999,2,65
image_1537,cqv,228601,1,40
image_1538,yjk,21599,2,25
image_1539,tkb,377998,1,53
image_1540,fgi,399600,1,87
image_1541,jvx,124199,2,73
image_1542,byg,198001,2,25
image_1543,lqy,194400,2,60
image_1544,amn,0,2,30
image_1545,moj,18000,2,49
image_1546,kyq,307799,2,51
image_1547,amz,88200,2,61
image_1548,amn,709203,2,25
image_1549,qxu,7200,2,30
image_1550,ojv,70199,1,25
image_1551,eon,188999,2,62
image_1552,fzw,278997,2,115
image_1553,xtd,396000,1,109
image_1554,ike,37801,2,34
image_1555,evt,176400,2,61
image_1556,vxf,228602,1,58
image_1557,vhn,244800,2,53
image_1558,sse,525601,1,25
image_1559,ise,0,1,45
image_1560,fvj,158400,1,35
image_1561,sdt,54001,1,57
image_1562,vxf,86398,1,30
image_1563,eem,305999,1,30
image_1564,ztb,712801,1,20
image_1565,eon,208799,2,65
image_1566,mfu,624601,1,20
image_1567,rib,151199,1,55
image_1568,zwh,75598,2,43
image_1569,fgi,464398,1,72
image_1570,kyq,264600,2,71
image_1571,fna,1027799,1,25
image_1572,dvh,450000,1,50
image_1573,xlb,12600,2,104
image_1574,wjq,7200,1,30
image_1575,upx,397801,1,73
image_1576,hig,252000,1,34
image_1577,uua,82800,2,40
image_1578,qdh,336601,2,111
image_1579,ewt,459000,1,33
image_1580,pug,10799,1,25
image_1581,pvj,822601,1,27
image_1582,ipa,777599,1,59
image_1583,cki,480598,1,30
image_1584,xuy,57599,2,25
image_1585,dpg,0,1,61
image_1586,hmv,93600,1,27
image_1587,ops,43198,2,30
image_1588,mfm,509400,1,25
image_1589,dce,871195,2,105
image_1590,jvx,320400,2,51
image_1591,xog,475202,1,35
image_1592,tgs,257400,1,26
image_1593,aph,145799,2,45
image_1594,ipa,1108799,1,25
image_1595,dpc,210602,1,54
image_1596,xgr,91801,1,135
image_1597,rxi,50401,1,32
image_1598,ojv,637198,1,25
image_1599,nrf,18002,1,30
image_1600,kqu,747001,1,63
image_1601,zgr,206998,1,57
image_1602,xtd,154801,1,76
image_1603,hww,133201,1,58
image_1604,eem,552599,1,75
image_1605,rml,419400,2,44
image_1606,sqi,293399,1,25
image_1607,wzu,621000,1,20
image_1608,pjj,741600,1,25
image_1609,orp,261000,2,35
image_1610,eon,120599,2,45
image_1611,yfn,156601,2,50
image_1612,jtq,185401,2,85
image_1613,uwv,248400,2,55
image_1614,awy,271801,1,45
image_1615,vxf,585001,1,35
image_1616,pph,228599,1,114
image_1617,wic,57599,1,35
image_1618,jlj,162000,2,39
image_1619,lqe,176400,2,56
image_1620,iag,525598,1,73
image_1621,xjo,351000,1,50
image_1622,zyp,158400,1,60
image_1623,fna,309602,1,61
image_1624,psz,993601,2,65
image_1625,ymo,226800,1,85
image_1626,kza,93599,1,45
image_1627,tnn,115198,1,30
image_1628,znw,118799,1,43
image_1629,rdc,864000,2,46
image_1630,eoi,90002,1,30
image_1631,ylm,75601,1,36
image_1632,gkd,1800,1,26
image_1633,amd,57600,1,30
image_1634,scw,541800,1,24
image_1635,vlo,212401,1,30
image_1636,ugc,151202,1,40
image_1637,nrf,324001,1,30
image_1638,sha,124201,2,51
image_1639,ffk,165601,1,50
image_1640,tmx,444600,1,41
image_1641,woc,593997,1,20
image_1642,rml,171000,2,33
image_1643,uty,64799,1,33
image_1644,cti,228599,1,88
image_1645,jht,374400,2,71
image_1646,lar,161996,2,55
image_1647,yfn,370801,2,79
image_1648,hvz,153000,1,25
image_1649,pfe,151201,1,40
image_1650,mtw,640801,1,40
image_1651,bkh,174600,1,52
image_1652,oxm,153002,1,31
image_1653,xtd,774000,1,25
image_1654,wvi,196199,1,67
image_1655,vxf,347399,1,113
image_1656,wnw,7200,2,25
image_1657,rkm,185400,2,41
image_1658,hcg,201602,2,111
image_1659,wfc,111601,1,40
image_1660,jrt,351000,1,38
image_1661,qdc,32400,1,25
image_1662,ryg,282601,2,90
image_1663,wzu,644401,1,20
image_1664,unp,180001,1,35
image_1665,yti,147601,1,25
image_1666,mtw,639001,1,40
image_1667,rbe,228602,1,30
image_1668,phw,271800,1,20
image_1669,rhy,169200,2,36
image_1670,ggy,172800,1,85
image_1671,dvh,556201,1,37
image_1672,grt,453598,1,26
image_1673,pbl,190798,1,45
image_1674,zic,23399,2,39
image_1675,zus,219598,1,30
image_1676,fna,504001,1,90
image_1677,qxu,368999,2,50
image_1678,ogw,579601,1,20
image_1679,psz,642601,2,100
image_1680,zvb,165600,2,46
image_1681,sdt,129602,1,87
image_1682,aoe,100800,1,40
image_1683,cva,379799,2,53
image_1684,xhj,203398,1,68
image_1685,vxf,167399,1,44
image_1686,wvi,270001,1,44
image_1687,eck,5400,2,30
image_1688,bcy,46801,1,45
image_1689,yfj,226801,1,30
image_1690,cti,424801,1,105
image_1691,atz,185400,2,27
image_1692,pcq,369000,2,144
image_1693,meg,417600,2,99
image_1694,cjx,27000,2,34
image_1695,pot,316800,2,29
image_1696,lij,180002,1,93
image_1697,tja,113400,1,30
image_1698,ano,44999,2,41
image_1699,ipa,615600,1,57
image_1700,qbw,5400,2,30
image_1701,vye,455400,1,55
image_1702,vye,115200,1,30
image_1703,ylm,32399,1,35
image_1704,sha,604801,2,65
image_1705,utr,464401,1,25
image_1706,zvv,536400,1,35
image_1707,mhm,43199,2,40
image_1708,qki,3603,1,26
image_1709,xjo,154798,1,30
image_1710,cnn,46801,2,40
image_1711,sxb,352800,2,103
image_1712,xjo,431999,1,70
image_1713,wtz,93600,1,30
image_1714,rib,237600,1,65
image_1715,ing,145800,1,55
image_1716,hep,82801,1,45
image_1717,snk,669600,1,27
